wineries-kosta-browne-wines-russian-river-valley-pinot-noir-2011;Kosta Browne Pinot Noir;Russian River Valley;2011;--
wineries-groot-constantia-wines-blanc-de-noirs-8888;Groot   De Noirs;Constantia;--;Blanc
wineries-au-trentham-wines-shiraz-2015;Trentham Estate Shiraz;Murray Darling;2015;--
wineries-za-bellingham-wines-ancient-earth-cabernet-sauvignon-2012;Bellingham Ancient Earth Cabernet Sauvignon;Stellenbosch;2012;--
wineries-rudd-vineyards-and-winery-wines-oakville-napa-valley-red-cabernet-sauvignon-2001;Rudd Cabernet Sauvignon Estate Grown;Oakville;2001;--
wineries-penfolds-wines-bin-8-cabernet-shiraz-2011;Penfolds Bin 8 Cabernet - Shiraz;South Australia;2011;--
wineries-pt-caves-velhas-wines-6676231-romeira-reserva-alentejano-2014;Caves Velhas Romeira Reserva;Alentejano;2014;--
wineries-lail-vineyards-wines-j-daniel-cuvee-napa-valley-cabernet-sauvignon-2013;Lail Vineyards J. Daniel Cuvée Cabernet Sauvignon;Napa Valley;2013;--
wineries-penfolds-wines-koonunga-hill-shiraz-cabernet-2015;Penfolds Koonunga Hill Shiraz - Cabernet;South Australia;2015;--
wineries-durbanville-hills-wines-sauvignon-blanc-2016;Hills Sauvignon;Durbanville;2016;Blanc
wineries-yalumba-wines-the-y-series-viognier-2014;Yalumba The Y Series Viognier;South Australia;2014;--
wineries-nederburg-estate-wines-winemasters-reserve-cabernet-sauvignon-rose-2013;Nederburg Winemaster's (Reserve) Cabernet Sauvignon;Coastal Region;2013;Rosé
wineries-van-zellers-wines-ruby-porto-8888;Van Zellers Ruby Porto;Douro;--;--
wineries-daou-wines-mayote-2012;Daou Mayote;Paso Robles;2012;--
wineries-robertson-wines-chenin-blanc-2013;Winery Chenin;Robertson;2013;Blanc
wineries-chandon-wines-2272445-brut-ros-8888;Chandon Brut Rosé;Yarra Valley;--;--
wineries-ponte-de-lima-wines-adamado-vinho-verde-2014;Ponte de Lima Adamado;Vinho Verde;2014;--
wineries-pt-terra-dalter-wines-alentejano-branco-2015;Terra d'Alter Siria - Arinto - Viognier;Alentejano;2015;--
wineries-simonsig-wines-stellenbosch-cabernet-sauvignon-shiraz-2014;Simonsig Cabernet Sauvignon - Shiraz;Stellenbosch;2014;--
wineries-shoofly-wines-shiraz-8888;Shoofly Shiraz;South Australia;--;--
wineries-sea-smoke-cellars-wines-southing-pinot-noir-2010;Sea Smoke Southing Pinot Noir;Santa Rita Hills;2010;--
wineries-fleur-du-cap-wines-bergkelder-selection-chardonnay-2014;Fleur du Cap Bergkelder Selection Chardonnay;Western Cape;2014;--
wineries-j-portugal-ramos-vinhos-sa-wines-syrah-2015;Joao Portugal Ramos Smart Dog Pingo's Edition Syrah - Trincadeira;Alentejo;2015;--
wineries-shingleback-wine-pty-ltd-wines-red-knot-mclaren-vale-shiraz-2014;Shingleback Red Knot Shiraz;McLaren Vale;2014;--
wineries-odette-wines-napa-valley-stags-leap-district-cabernet-sauvignon-2013;Odette  Cabernet Sauvignon;Stags Leap District;2013;--
wineries-anwilka-wines-petit-frre-red-blend-2012;Anwilka Petit Frère Red Blend;Stellenbosch;2012;--
wineries-c-silva-wines-presidential-ruby-porto-8888;C. da Silva Presidential o;Ruby Port;--;--
wineries-us-inglenook-wines-napa-valley-rutherford-california-rubicon-2010;Inglenook Rubicon;Rutherford;2010;--
wineries-fleur-du-cap-wines-chardonnay-bergkelder-selection-2015;Fleur du Cap Bergkelder Selection Chardonnay;Western Cape;2015;--
wineries-thorn-clarke-wines-wines-milton-park-south-australia-shiraz-2014;Thorn-Clarke Wines Milton Park Shiraz;South Australia;2014;--
wineries-arrochella-wines-reserva-douro-2009;Casa d'Arrochela Vilaflor Reserva;Douro;2009;--
wineries-vilafonte-winery-wines-series-c-8888;Vilafonte Series C;Paarl;--;--
wineries-madfish-winery-wines-western-australia-pinot-noir-2014;MadFish  Pinot Noir;Western Australia;2014;--
wineries-adega-de-pegoes-wines-vinho-regional-terras-do-sado-colheita-seleccionada-2014;Adega de Pegões Colheita Seleccionada Selected Harvest Branco;Península de Setúbal;2014;--
wineries-de-trafford-wines-elevation-393-8888;De Trafford Elevation 393;Stellenbosch;--;--
wineries-aubert-wines-wines-uv-sl-sonoma-coast-8888;Aubert Pinot Noir UV Vineyard;Sonoma Coast;--;--
wineries-shoofly-wines-shiraz-2014;Shoofly Shiraz;South Australia;2014;--
wineries-de-toren-wines-6180837-fusion-v-2007;De Toren Private Cellar Fusion V;Stellenbosch;2007;--
wineries-quinta-do-pessegueiro-wines-aluz-douro-2010;Pessegueiro Aluzé Tinto;Douro;2010;--
wineries-heitz-wines-marthas-cabernet-sauvignon-2005;Heitz Cellar Martha's Vineyard Cabernet Sauvignon;Oakville;2005;--
wineries-alkoomi-wines-frankland-river-cabernet-sauvignon-2014;Alkoomi Cabernet Sauvignon;Frankland River;2014;--
wineries-peter-michael-wines-les-pavots-2008;Peter Michael Winery Les Pavots;Knights Valley;2008;--
wineries-za-grande-provence-wines-gp-8888;Grande Provence The Grande Provence Red;Western Cape;--;--
wineries-jose-maria-da-fonseca-wines-6084766-douro-domini-2013;José Maria da Fonseca Domini;Douro;2013;--
wineries-stella-bella-wines-margaret-river-skuttlebutt-sauvignon-blanc-semillon-2014;Stella Bella Skuttlebutt Sauvignon  - Semillon;Margaret River;2014;Blanc
wineries-us-orin-swift-wines-mercury-head-2014;Orin Swift Mercury Head Cabernet Sauvignon;Napa Valley;2014;--
wineries-chryseia-wines-prazo-de-roriz-douro-2015;P+S Prats & Symington Prazo de Roriz;Douro;2015;--
wineries-wildekrans-wines-9994558-barrel-select-reserve-pinotage-2013;Wildekrans Barrel Select Reserve Pinotage;Western Cape;2013;--
wineries-fisher-vineyards-wines-napa-valley-coach-insignia-cabernet-sauvignon-2013;Fisher Vineyards Coach Insignia Cabernet Sauvignon;Napa Valley;2013;--
wineries-lindemans-wines-bin-45-cabernet-sauvignon-8888-1;Lindeman's Bin 45 Cabernet Sauvignon;South Eastern Australia;--;--
wineries-adega-de-pegoes-wines-moscatel-de-setubal-8888;Adega de Pegões Moscatel de;Setúbal;--;--
wineries-leopards-leap-wines-sauvignon-blanc-2014;Leopard’s Leap Sauvignon;Western Cape;2014;Blanc
wineries-dragonette-wines-mjm-2012;Dragonette MJM;Santa Barbara County;2012;--
wineries-pinhal-da-torre-wines-quinta-do-alqueve-tradicional-2012;Pinhal Da Torre Quinta do Alqueve Tradicional;Ribatejo;2012;--
wineries-lindemans-wines-bin-65-chardonnay-8888;Lindeman's Bin 65 Chardonnay;South Eastern Australia;--;--
wineries-cape-point-wines-stonehaven-sauvignon-blanc-2015;Cape Point Vineyards Stonehaven Sauvignon;Coastal Region;2015;Blanc
wineries-aubert-wines-wines-ritchie-sonoma-coast-chardonnay-2008;Aubert Chardonnay Ritchie Vineyard;Sonoma Coast;2008;--
wineries-alianca-wines-alentejano-alabastro-2014;Aliança Alabastro Branco;Alentejano;2014;--
wineries-lindemans-wines-bin-85-pinot-grigio-8888;Lindeman's Bin 85 Pinot Grigio;South Eastern Australia;--;--
wineries-leopards-leap-wines-chenin-blanc-2014;Leopard’s Leap Chenin;Western Cape;2014;Blanc
wineries-merus-wines-cabernet-sauvignon-2012;Merus Cabernet Sauvignon;Napa Valley;2012;--
wineries-grace-family-vineyards-wines-napa-valley-cabernet-sauvignon-2005;Grace Family Vineyards Cabernet Sauvignon;Napa Valley;2005;--
wineries-beyra-wines-vinhos-de-altitude-2014;Beyra Branco;Beira Interior;2014;--
wineries-riebeek-wines-collection-sauvignon-blanc-2014;Riebeek Sauvignon;Swartland;2014;Blanc
wineries-wiese-and-krohn-sucrs-lda-wines-senador-tawny-porto-8888;Krohn  Senador Tawny;Porto;--;--
wineries-middelvlei-wines-chardonnay-2015;Middelvlei Chardonnay;Stellenbosch;2015;--
wineries-quinta-dos-roques-wines-quinta-do-correio-do-tinto-2013;Quinta dos Roques Quinta do Correio  Tinto;Dão;2013;--
wineries-au-evans-tate-wines-breathing-space-margaret-river-cabernet-sauvignon-2014;Evans & Tate Breathing Space Cabernet Sauvignon;Margaret River;2014;--
wineries-neil-ellis-wines-groenekloof-sauvignon-blanc-2011;Neil Ellis Groenekloof Sauvignon;Stellenbosch;2011;Blanc
wineries-diamond-creek-vineyards-wines-gravelly-meadow-cabernet-2009;Diamond Creek Gravelly Meadow Cabernet Sauvignon;Napa Valley;2009;--
wineries-voyager-estate-wines-margaret-river-sauvignon-blanc-semillon-2014;Voyager Estate Sauvignon  - Semillon;Margaret River;2014;Blanc
wineries-fleur-du-cap-wines-unfiltered-cabernet-sauvignon-2012;Fleur du Cap Unfiltered Cabernet Sauvignon;Stellenbosch;2012;--
wineries-williams-selyem-winery-wines-russian-river-valley-westside-road-neighbors-pinot-noir-2006;Williams Selyem Pinot Noir Westside Road Neighbors;Russian River Valley;2006;--
wineries-willunga-100-wines-shiraz-viognier-2014;Willunga 100 Shiraz - Viognier;McLaren Vale;2014;--
wineries-nederburg-estate-wines-2672617-winemasters-reserve-cabernet-sauvignon-2012;Nederburg Winemaster's (Reserve) Cabernet Sauvignon;Coastal Region;2012;--
wineries-first-drop-wines-wines-mothers-milk-2015;First Drop Mother's Milk Shiraz;Barossa;2015;--
wineries-boekenhoutskloof-wines-porcupine-ridge-sauvignon-blanc-2014;Boekenhoutskloof Porcupine Ridge Sauvignon;Franschhoek Valley;2014;Blanc
wineries-false-bay-wines-pinotage-2013;False Bay Pinotage;Western Cape;2013;--
wineries-polish-hill-river-road-wines-the-red-mullet-2010;Pikes The Red Mullet Red Blend;Clare Valley;2010;--
wineries-quinta-da-vegia-wines-10775066-dao-vinho-tinto-2011;Quinta Da Vegia Dão Vinho Tinto;Beiras;2011;--
wineries-six-hats-wines-shiraz-2013;Six Hats Shiraz;Western Cape;2013;--
wineries-oxford-landing-wines-chardonnay-2015;Oxford Landing Chardonnay;South Australia;2015;--
wineries-offley-wines-offley-tawny-porto-8888;Offley Barrão de Forrester  Tawny;Porto;--;--
wineries-hartenberg-estate-wines-stellenbosch-chardonnay-2014;Hartenberg Chardonnay;Stellenbosch;2014;--
wineries-ciconia-wines-ciconia-tinto-2013;Ciconia Tinto (Touriga Nacional - Syrah - Aragonez);Alentejano;2013;--
wineries-chapel-hill-wines-mclaren-vale-chardonnay-2011;Chapel Hill Chardonnay;McLaren Vale;2011;--
wineries-bouchard-finlayson-wines-cape-south-coast-blanc-de-mer-2011;Bouchard Finlayson  de Mer;Cape South Coast;2011;Blanc
wineries-arietta-wines-red-wine-h-block-hudson-2012;Arietta H Block Hudson Vineyards;Oakville;2012;--
wineries-cupcake-wines-shiraz-2014;Cupcake Vineyards Shiraz;Barossa Valley;2014;--
wineries-lourensford-wine-estate-wines-sauvignon-blanc-2015;Lourensford Sauvignon;Stellenbosch;2015;Blanc
wineries-us-saxum-wines-broken-stones-2008;Saxum Broken Stones;Paso Robles;2008;--
wineries-churchill-graham-lda-wines-meio-queijo-douro-tinto-2013;Churchill's Meio Queijo  Tinto;Douro;2013;--
wineries-henrys-drive-vignerons-wines-morse-code-chardonnay-2011;Henry's Drive Morse Code Chardonnay;Padthaway;2011;--
wineries-rustenberg-wines-wines-shiraz-cabernetsauvignon-merlot-2013;Rustenberg Ida’s Red Merlot - Shiraz - Cabernet Sauvignon;Stellenbosch;2013;--
wineries-alvaro-castro-wines-dao-2013;Quinta da Pellada  Álvaro Castro;Dão;2013;--
wineries-banrock-station-wines-merlot-2015;Banrock Station Merlot;South Eastern Australia;2015;--
wineries-verite-wines-wines-le-desir-2008;Verite Le Desir;Sonoma County;2008;--
wineries-ciconia-wines-ciconia-tinto-2015;Ciconia Tinto (Touriga Nacional - Syrah - Aragonez);Alentejano;2015;--
wineries-za-boschendal-wines-cecil-john-reserve-shiraz-2012;Boschendal Cecil John Reserve Shiraz;Coastal Region;2012;--
wineries-remhoogte-wines-stellenbosch-reserve-sir-thomas-cullinan-2011;Remhoogte  Reserve Sir Thomas Cullinan;Stellenbosch;2011;--
wineries-verite-wines-wines-la-joie-2009;Verite La Joie;Sonoma County;2009;--
wineries-altano-wines-douro-tinto-2014;Altano;Douro;2014;--
wineries-philip-shaw-wines-shiraz-orange-idiot-2015;Philip Shaw The Idiot Shiraz;Orange;2015;--
wineries-vilafonte-winery-wines-vilafonte-series-m-2005;Vilafonte Series M;Paarl;2005;--
wineries-ridge-vineyards-wines-monte-bello-1996;Ridge Vineyards Monte Bello;Santa Cruz Mountains;1996;--
wineries-deep-woods-wines-margaret-river-chardonnay-2014;Deep Woods Estate Margaret River Chardonnay;South West Australia;2014;--
wineries-welmoed-wines-chenin-blanc-2015;Welmoed Chenin;Stellenbosch;2015;Blanc
wineries-o-shaughnessy-estate-winery-wines-howell-mountain-cabernet-sauvignon-2011;O'Shaughnessy Cabernet Sauvignon;Howell Mountain;2011;--
wineries-dows-port-wines-3154780-fine-ruby-porto-8888;Dow's Fine;Ruby Port;--;--
wineries-tempus-two-wines-two-copper-series-wilde-chardonnay-2012;Tempus Two Two Copper Series Wilde Chardonnay;New South Wales;2012;--
wineries-quilceda-creek-wines-1869761-columbia-valley-cabernet-sauvignon-2010;Quilceda Creek Cabernet Sauvignon;Columbia Valley;2010;--
wineries-drostdy-hof-wines-cape-red-2015;Drostdy-Hof Shiraz - Merlot Cape Red;Stellenbosch;2015;--
wineries-smallfry-wines-barossa-valley-schliebs-garden-grenache-2014;Smallfry Schliebs Garden;Barossa Valley;2014;--
wineries-peter-lehmann-wines-handv-eden-valley-chardonnay-2013;Peter Lehmann H&V Chardonnay;Eden Valley;2013;--
wineries-perdeberg-wines-winery-chenin-blanc-2014;Perdeberg Winery Chenin;Paarl;2014;Blanc
wineries-stags-leap-wine-cellars-wines-cask-23-cabernet-sauvignon-2009;Stag's Leap Wine Cellars CASK 23 Cabernet Sauvignon;Napa Valley;2009;--
wineries-herdade-do-peso-wines-alentejo-colheita-2011;Herdade do Peso Colheita  Tinto;Alentejo;2011;--
wineries-us-inglenook-wines-napa-valley-rutherford-california-rubicon-2011;Inglenook Rubicon;Rutherford;2011;--
wineries-banrock-station-wines-reserve-cabernet-sauvignon-shiraz-2014;Banrock Station Cabernet Sauvignon - Shiraz Reserve;South Eastern Australia;2014;--
wineries-fairview-wines-wines-fairview-2014;Fairview Goats do Roam Red;Paarl;2014;--
wineries-kosta-browne-wines-1539251-russian-river-valley-pinot-noir-2009;Kosta Browne Pinot Noir;Russian River Valley;2009;--
wineries-campolargo-wines-bruto-rose-vinho-espumante-de-qualidade-pinot-noir-2013;Campolargo Espumante Bruto;Bairrada;2013;Rosé
wineries-inkberry-wines-mountain-estate-shiraz-cabernet-2012;Inkberry Shiraz - Cabernet;New South Wales;2012;--
wineries-two-oceans-wines-5627706-sauvignon-blanc-2014;Two Oceans Sauvignon;Western Cape;2014;Blanc
wineries-cakebread-cellars-wines-cabernetsauvignon-8888;Cakebread Cellars Cabernet Sauvignon;Napa Valley;--;--
wineries-cabriz-wines-dao-8888;Cabriz  Colheita Seleccionada Red;Dão;--;--
wineries-boekenhoutskloof-wines-porcupine-ridge-cabernet-sauvignon-2013;Boekenhoutskloof Porcupine Ridge Cabernet Sauvignon;Franschhoek Valley;2013;--
wineries-barossa-valley-estate-wines-barossa-valley-cabernet-sauvignon-2014;Estate Cabernet Sauvignon;Barossa Valley;2014;--
wineries-us-prisoner-wine-company-wines-the-prisoner-2014;The Prisoner Wine Company The Prisoner;Napa Valley;2014;--
wineries-bons-ventos-wines-tinto-2014;Quinta de Bons-Ventos Tinto;Lisboa;2014;--
wineries-boekenhoutskloof-wines-porcupine-ridge-sauvignon-blanc-2011;Boekenhoutskloof Porcupine Ridge Sauvignon;Franschhoek Valley;2011;Blanc
wineries-hardys-wines-stamp-cabernet-sauvignon-2014;Hardys Stamp Cabernet Sauvignon;South Eastern Australia;2014;--
wineries-belle-glos-wines-clark-and-telephone-pinot-noir-2014;Belle Glos Clark & Telephone Vineyard Pinot Noir;Santa Maria Valley;2014;--
wineries-fairview-wines-wines-classic-label-8888;Fairview Goats do Roam White;Paarl;--;--
wineries-d-arenberg-vineyards-wines-darrys-original-mclaren-vale-shiraz-grenache-2011;d'Arenberg d'Arry's Original Shiraz - Grenache;McLaren Vale;2011;--
wineries-belle-glos-wines-diaryman-russian-river-vally-pinot-noir-2014;Belle Glos Dairyman Vineyard Pinot Noir;Russian River Valley;2014;--
wineries-graham-beck-wines-wines-railroad-red-2013;Graham Beck Railroad Red;Robertson;2013;--
wineries-chateau-montelena-winery-wines-estate-napa-valley-cabernet-sauvignon-2010;Chateau Montelena Estate Cabernet Sauvignon;Calistoga;2010;--
wineries-peter-lehmann-wines-layers-adelaide-white-2010;Peter Lehmann Layers Semillon - Muscat - Gewürztraminer - Pinot Gris;Barossa;2010;--
wineries-whale-caller-wines-western-cape-shiraz-cabernet-sauvignon-2015;Whale Caller Shiraz - Cabernet Sauvignon;Western Cape;2015;--
wineries-mt-brave-wines-napa-valley-mt-veeder-2011;Mt. Brave Cabernet Sauvignon;Mount Veeder;2011;--
wineries-kwv-wines-classic-collection-shiraz-2014;KWV Classic Collection Shiraz;Western Cape;2014;--
wineries-cockatoo-ridge-wines-shiraz-2013;Cockatoo Ridge Shiraz;South Eastern Australia;2013;--
wineries-casa-ferreirinha-wines-casa-ferreirinha-esteva-douro-2014;Casa Ferreirinha Esteva;Douro;2014;--
wineries-cade-wines-howell-mountain-cabernet-sauvignon-2009;Cade Cabernet Sauvignon;Howell Mountain;2009;--
wineries-jordan-wines-bradgate-syrah-2013;Jordan - Jardin Bradgate Syrah;Stellenbosch;2013;--
wineries-black-opal-wines-shiraz-2015;Black Opal Shiraz;South Eastern Australia;2015;--
wineries-herdade-do-esporao-wines-alentejano-monte-velho-tinto-2015;Esporão Monte Velho Tinto;Alentejano;2015;--
wineries-j-portugal-ramos-vinhos-sa-wines-douro-tons-red-2014;Joao Portugal Ramos Tons de Duorum  Tinto;Douro;2014;--
wineries-pahlmeyer-winery-wines-napa-valley-red-2009;Pahlmeyer Proprietary Red;Napa Valley;2009;--
wineries-montaria-wines-vinho-regional-alentejano-reserva-red-2013;Montaria Reserva  Tinto;Alentejano;2013;--
wineries-ridge-vineyards-wines-monte-bello-2007;Ridge Vineyards Monte Bello;Santa Cruz Mountains;2007;--
wineries-shafer-vineyards-wines-napa-valley-red-shoulder-ranch-chardonnay-2012;Shafer Red Shoulder Ranch Chardonnay;Los Carneros;2012;--
wineries-polish-hill-river-road-wines-shiraz-tempranillo-clare-valley-2013;Pikes Los Companeros Shiraz - Tempranillo;Clare Valley;2013;--
wineries-barao-de-vilar-wines-10-year-old-porto-8888;Barão de Vilar  10 Year Old;Porto;--;--
wineries-shafer-vineyards-wines-napa-valley-one-point-five-2013;Shafer One Point Five;Stags Leap District;2013;--
wineries-simon-hackett-wines-mclaren-vale-shiraz-2013;Simon Hackett Hills View Shiraz;McLaren Vale;2013;--
wineries-ciconia-wines-ciconia-touriga-nacional-2014;Ciconia Touriga Nacional;Alentejano;2014;--
wineries-hall-winery-wines-kathryn-hall-cabernet-sauvignon-2011;Hall Wines Kathryn Hall Cabernet Sauvignon;Rutherford;2011;--
wineries-teal-lake-wines-shiraz-2012;Teal Lake Shiraz;South Eastern Australia;2012;--
wineries-carvalhais-wines-quinta-dos-carvalhais-duque-de-viseu-2013;Quinta dos Carvalhais  Duque de Viseu Tinto;Dão;2013;--
wineries-heitz-wines-marthas-cabernet-sauvignon-1998;Heitz Cellar Martha's Vineyard Cabernet Sauvignon;Oakville;1998;--
wineries-fox-gordon-wines-wines-sicilian-adelaide-hills-nero-davola-2015;Fox Gordon Wines The Dark Prince Nero d'Avola;Adelaide Hills;2015;--
wineries-groth-wines-reserve-cabernet-sauvignon-2008;Groth Cabernet Sauvignon Reserve;Oakville;2008;--
wineries-riebeek-wines-collection-chenin-blanc-2015;Riebeek Chenin;Swartland;2015;Blanc
wineries-d-arenberg-vineyards-wines-darrys-original-mclaren-vale-shiraz-grenache-2012;d'Arenberg d'Arry's Original Shiraz - Grenache;McLaren Vale;2012;--
wineries-us-prisoner-wine-company-wines-1121547-the-prisoner-2006;The Prisoner Wine Company The Prisoner;Napa Valley;2006;--
wineries-za-radford-dale-wines-frankenstein-stellenbosch-pinotage-2014;Radford Dale Frankenstein Pinotage;Stellenbosch;2014;--
wineries-tanunda-wines-2501723-grand-barossa-chardonnay-2013;Château Tanunda Grand Barossa Chardonnay;Eden Valley;2013;--
wineries-dunn-vineyards-wines-howell-mountain-napa-valley-cabernet-sauvignon-2000;Dunn Cabernet Sauvignon;Howell Mountain;2000;--
wineries-za-testalonga-wines-el-bandito-cortez-red-2014;Testalonga El Bandito Cortez;Swartland;2014;--
wineries-williams-selyem-winery-wines-sonoma-coast-pinot-noir-2008;Williams Selyem Pinot Noir;Sonoma Coast;2008;--
wineries-meinert-wines-4025261-la-barry-red-2011;Meinert La Barry Red;Stellenbosch;2011;--
wineries-la-jota-wines-napa-valley-howell-mountain-cabernet-franc-2012;La Jota Cabernet Franc;Howell Mountain;2012;--
wineries-jacobs-creek-wines-reserve-chardonnay-2014;Jacob's Creek Reserve Chardonnay;Adelaide Hills;2014;--
wineries-merryvale-vineyards-wines-profile-1997;Merryvale Profile;Napa Valley;1997;--
wineries-zevenwacht-wines-syrah-2011;Zevenwacht Syrah;Stellenbosch;2011;--
wineries-jacobs-creek-wines-classic-cabernet-sauvignon-2014;Jacob's Creek Classic Cabernet Sauvignon;South Eastern Australia;2014;--
wineries-st-helena-winery-wines-estate-cabernet-sauvignon-2010;Saint Helena Winery Estate Cabernet Sauvignon;California;2010;--
wineries-raka-wines-spliced-2011;Raka Spliced;Western Cape;2011;--
wineries-jacobs-creek-wines-pinot-grigio-8888;Jacob's Creek Pinot Grigio;Barossa;--;--
wineries-predator-wines-old-vine-zinfandel-2015;Predator Old Vine Zinfandel;Lodi;2015;--
wineries-kleinood-wines-tamboerskloof-john-spicer-2009;Kleinood Tamboerskloof John Spicer Syrah;Stellenbosch;2009;--
wineries-ramey-wine-cellars-wines-napa-valley-pedregal-oakville-cabernet-sauvignon-2010;Ramey Cabernet Sauvignon Pedregal Vineyard;Oakville;2010;--
wineries-yellow-tail-wines-merlot-2012;Yellow Tail Merlot;South Eastern Australia;2012;--
wineries-de-toren-wines-the-truth-is-in-the-vine-book-17-xvii-2010;De Toren Private Cellar Book 17 XVII;Stellenbosch;2010;--
wineries-gallica-wines-cabernet-sauvignon-napa-valley-2009;Gallica Cabernet Sauvignon;Napa Valley;2009;--
wineries-spier-cellars-wines-frans-k-smit-2006;Spier Frans K. Smit;Stellenbosch;2006;--
wineries-malk-wines-stage-leap-district-cabernet-sauvignon-2010;Malk Cabernet Sauvignon;Stags Leap District;2010;--
wineries-jacobs-creek-wines-reserve-pinot-noir-2013;Jacob's Creek Reserve Pinot Noir;Adelaide Hills;2013;--
wineries-the-sadie-family-wines-pty-ltd-wines-columella-liberatus-castro-bonae-spei-2007;The Sadie Family Columella;Swartland;2007;--
wineries-sequoia-grove-vineyards-wines-sequoea-grove-napa-valley-2011;Sequoia Grove Cambium;Napa Valley;2011;--
wineries-rawsons-retreat-wines-rawsons-retreat-merlot-2014;Rawson's Retreat Merlot;South Australia;2014;--
wineries-kistler-vineyards-wines-california-sonoma-valley-chardonnay-2012;Kistler Vineyards Kistler Vineyard Chardonnay;Sonoma Mountain;2012;--
wineries-kistler-vineyards-wines-vine-hill-russian-river-valley-2013;Kistler Vineyards Vine Hill Vineyard Chardonnay;Russian River Valley;2013;--
wineries-j-portugal-ramos-vinhos-sa-wines-lima-vinho-verde-loureiro-white-2014;Joao Portugal Ramos Lima Loureiro;Vinho Verde;2014;--
wineries-rawsons-retreat-wines-rawsons-retreat-cabernet-sauvignon-2012;Rawson's Retreat Cabernet Sauvignon;South Australia;2012;--
wineries-salvestrin-estate-vineyard-and-winery-wines-sthelena-napa-valley-cabernet-sauvignon-2012;Salvestrin Cabernet Sauvignon;St. Helena;2012;--
wineries-us-sonoma-cutrer-wines-the-cutrer-2012;Sonoma-Cutrer The Cutrer Chardonnay;Russian River Valley;2012;--
wineries-jacobs-creek-wines-classic-cabernet-sauvignon-2015;Jacob's Creek Classic Cabernet Sauvignon;South Eastern Australia;2015;--
wineries-hidden-ridge-wines-55-slope-cabernet-sauvignon-2012;Hidden Ridge 55% Slope Cabernet Sauvignon;Sonoma County;2012;--
wineries-grant-burge-wines-pty-ltd-wines-20-year-old-tawny-8888;Grant Burge 20 Year Old Tawny;Barossa Valley;--;--
wineries-dows-port-wines-douro-vale-do-bomfim-2011;Dow's Vale do Bomfim;Douro;2011;--
wineries-rockford-wines-wines-basket-press-shiraz-1999;Rockford Basket Press Shiraz;Barossa Valley;1999;--
wineries-yellow-tail-wines-pinot-noir-2014;Yellow Tail Pinot Noir;South Eastern Australia;2014;--
wineries-banrock-station-wines-1457950-shiraz-2012;Banrock Station Shiraz;South Eastern Australia;2012;--
wineries-wyndham-estate-wines-bin-444-cabernet-sauvignon-2011;Wyndham Estate Cabernet Sauvignon BIN 444;South Eastern Australia;2011;--
wineries-yellow-tail-wines-riesling-2013;Yellow Tail Riesling;South Eastern Australia;2013;--
wineries-wyndham-estate-wines-bin-333-pinot-noir-2012;Wyndham Estate Pinot Noir BIN 333;South Eastern Australia;2012;--
wineries-leonetti-cellar-wines-walla-walla-valley-merlot-2008;Leonetti Cellar Merlot;Walla Walla Valley;2008;--
wineries-de-bortoli-wines-wines-family-selection-chardonnay-2013;De Bortoli DB Family Selection Chardonnay;Riverina;2013;--
wineries-harlan-estate-wines-the-maiden-napa-valley-2008;Harlan Estate The Maiden;Napa Valley;2008;--
wineries-fisher-vineyards-wines-napa-valley-coach-insignia-cabernet-sauvignon-2011;Fisher Vineyards Coach Insignia Cabernet Sauvignon;Napa Valley;2011;--
wineries-mollydooker-winery-wines-shiraz-velvet-glove-2007;Mollydooker Velvet Glove Shiraz;McLaren Vale;2007;--
wineries-calera-wine-company-wines-mills-pinot-noir-2012;Calera Pinot Noir Mills Vineyard;Mount Harlan;2012;--
wineries-mount-eden-wines-domaine-eden-pinot-noir-2013;Mount Eden Vineyards Domaine Eden Pinot Noir;Santa Cruz Mountains;2013;--
wineries-forman-wines-cabernet-sauvignon-2011;Forman Cabernet Sauvignon;Napa Valley;2011;--
wineries-cristom-vineyards-wines-eola-amity-hills-eileen-pinot-noir-2013;Cristom Eileen Vineyard Pinot Noir;Eola-Amity Hills;2013;--
wineries-cayuse-winery-wines-cailloux-walla-walla-valley-syrah-2011;Cayuse Vineyards Cailloux Vineyard Syrah;Walla Walla Valley;2011;--
wineries-kalin-cellars-wines-cuve-w-livermore-valley-chardonnay-1995;Kalin Cellars Cuvée W Chardonnay;Livermore Valley;1995;--
wineries-spring-valley-vineyards-wines-nina-lee-2012;Spring Valley Vineyard Nina Lee;Walla Walla Valley;2012;--
wineries-herman-story-wines-wines-late-bloomer-grenache-california-2011;Herman Story Late Bloomer;Santa Barbara County;2011;--
wineries-merus-wines-cabernet-sauvignon-2010;Merus Cabernet Sauvignon;Napa Valley;2010;--
wineries-penfolds-wines-grange-hermitage-2010;Penfolds Grange;South Australia;2010;--
wineries-mount-eden-wines-estate-bottled-santa-cruz-mountains-pinot-noir-2013;Mount Eden Vineyards Estate Pinot Noir;Santa Cruz Mountains;2013;--
wineries-jarvis-vineyards-wines-napa-valley-cave-fermented-finch-hollow-chardonnay-2013;Jarvis Chardonnay Finch Hollow;Napa Valley;2013;--
wineries-frank-family-wines-lewis-vineyard-reserve-napa-valley-cabernet-sauvignon-2013;Frank Family Vineyards Reserve Cabernet Sauvignon;Rutherford;2013;--
